index	sentence	check	triplet
1664	특수중심 가새골조의 기둥이음은 4.1.1.4의 요구사항을 만족해야 하며, 기둥이음은 이음부 상하부재 중 작은 설계휨강도의 50%보다 크도록 설계한다.	1	['기둥이음은', '요구사항을', '만족해야 하며']
1665	중심인장을 받는 파스너 접합부재의 순단면적은 파스너 구멍의 영향을 고려하여 구한다.	0	
1666	전단철근으로 사용하는 스터럽과 기타 철근 또는 철선은 콘크리트 압축연단부터 거리 만큼 연장하여야 하며, KDS 14 20 52(4.4.4)의 규정에 따라 정착하여야 한다.	0	
1667	휨부재에 배치된 철근량이 해석에 의해 요구되는 소요철근량을 초과하는 경우는 계산된 정착길이를 곱하여 정착길이를 감소시킬 수 있다.	1	['철근량이', '소요철근량을', '초과하는']
1668	건축물 사용 시의 고정하중 및 활하중에 대한 합성단면의 강재 부분 응력은 허용휨응력 이하이어야 한다.	0	
1669	기둥이 지지하는 불연속 벽체의 철근은 4.5.4(5)에 따라 배치하여야 한다.	0	
1670	프리스트레스를 도입할 때, 사용하중이 작용할 때, 그리고 균열하중이 작용할 때의 응력계산은 다음과 같은 가정에 근거한 선형탄성이론에 따라야 한다.	0	
1671	불연속으로 횡지지된 인장플랜지주요 시공단계에 대해서 아래 식을 만족해야 한다.	0	
1672	온도에 따른 강재의 재료강도, 탄성계수, 연신률 등 기계적 특성과, 열전도율, 비열, 고온선팽창계수 등 열적 특성의 변동값은 KS D 0026(금속 재료-고온 인장 시험)에 의한 시험방법으로 검증된 값을 사용할 수 있다.	1	['변동값은', '값을', '사용할']
1673	이러한 골조 부재는 다음을 만족시켜야 한다.	1	['부재는', '다음을', '만족시켜야 한다.']
1674	변단면부재는 다음 제한조건을 만족할 경우에 이 규정을 적용할 수 있다.	1	['변단면부재는', '규정을', '적용할']
1675	조사 및 시험은 4.1을 따른다.	1	['시험은', '4.1을', '따른다.']
1676	단, 평상시 물에 접하지 않는 수문의 경우에는 한쪽 면에 대해서 표 4.8-4의 값에 0.5mm를 감소시켜도 무방하다.	0	
1677	H형강인 경우 비지지길이에 대한 제한은 없다.	0	
1678	휨부재의 후프철근은 2개의 철근으로 구성할 수 있다.	0	
1679	합성부재의 콘크리트가 부담하지 않은 모든 축강도는 구조용 강재, 강관 또는 튜브 등에 직접 연결하여 발현되도록 하여야 한다.	0	
1680	헌치의 영향을 무시하고 구조해석을 할 경우는 절점 휨모멘트를 기둥 내측 또는 보의 단부까지 이동시켜 구한 값을 사용할 수 있다.	0	
1681	합성 특수 모멘트골조의 일부분인 합성보는 부록 C.2.2.2의 요구사항을 만족해야 한다.	1	['합성보는', '요구사항을', '만족해야 한다.']
1682	또한, 말뚝의 단면력과 변위는 허용범위 이내이어야 한다.	0	
1683	매입형 합성기둥의 강재 단면만의 공칭강도가 하중조합의하중효과보다 큰 경우 이러한 요구사항을 만족하지 않아도 된다.	0	
1684	균일압축을 받는 단면에 대하여 4.2.1.1에서 정의된 것처럼 세장판단면을 갖는 압축부재에 적용한다.	0	
1685	연속되거나 구속된 부재, 캔틸레버 부재 또는 강결된 골조의 어느 부재에서나 부모멘트 철근은 묻힘길이, 갈고리 또는 기계적 정착에 의하여 받침부 내에 정착되거나 받침부를 지나서 정착하여야 한다.	0	
1686	가새 양단접합부의 소요강도는 C.1.6.5.1에 산정한 가새의 소요강도 이상이어야 하며 가새의 접합부는 C.1.4.2.3의 요구사항을 만족해야 한다.	1	['접합부는', '요구사항을', '만족해야 한다.']
1687	지진력 저항시스템의 부재에 속하지 않는 기둥이음은 다음 사항을 만족해야 한다.	1	['기둥이음은', '사항을', '만족해야 한다.']
1688	아래의 조건이 성립하는 경우에 압축영역은 특수경계요소로 설계하여야 한다.	0	
1689	첫 번째 후프철근은 지지부재의 면부터 50mm 이내에 위치하여야 한다.	0	
1690	연직하중, 풍하중, 지진하중 또는 기타 횡하중으로 인하여 슬래브 및 기초판과 기둥 사이에 불균형휨모멘트가 발생하면, 이 접합부는 불균형휨모멘트가 전달되도록 설계되어야 한다.	0	
1691	횡방향비틀림좌굴에 관한 규정을 합성부재, 비합성 박스형 부재, 웨브와 평행한 축에 대해 휨을 받는 H형 부재 및 원형강관에는 적용할 필요가 없다.	0	
1692	휨부재 설계의 제한 사항은 KDS 14 20 20(4.2)의 규정에 따라야 한다.	0	
1693	비틀림 부재의 강성은 근사적으로 다음 식 (4.1-4)로 계산할 수 있다.	0	
1694	스터드 전단연결재 파괴면의 양측에 KDS 14 20 00에 따라 전단연결재 철근이 배근된 경우, 스터드 전단연결재의 공칭인장강도는 식(4.2-63)으로 구한 강재의 공칭전단강도와 전단연결재 철근의 공칭강도 중의 최솟값으로 한다.	0	
1695	선재 2차제품의 관련 KS표준에 따른다.	0	
1696	4.4.1의 규정 대신에 임의의 형강에 대해 이 절의 다음 규정을 사용할 수 있다.	0	
1697	트러스 모델은 스트럿, 타이 그리고 절점으로 구성한다.	0	
1698	현장 용접이음은 가능한 한 위보기 자세를 피하도록 설계해야 한다.	0	
1699	합성기둥 단면에서의 강재 단면적은 총단면적의 1% 이상으로 한다.	0	
1700	웨브는 경사지거나 또는 수직이어야 한다.	0	
1701	구속된 철근콘크리트에 매입된 강재 부재는 면외좌굴에 대하여 지지된 것으로 볼 수 있다.	0	
1702	식수로서 부적당한 물은 다음에 열거한 사항을 만족하지 못하면 콘크리트에 사용될 수 없다.	0	
1703	또한 주요부재에 대해서는 하이브리드 단면웨브의 항복을 제외하고 공칭항복강도를 초과하지 않도록 설계해야 하며, 후좌굴강도를 고려해서는 안 된다.	0	
1704	기둥들이 일직선으로 연결되거나, 기둥열에 직각인 평면치수의 10% 폭 내에 위치하는 일군의 평행한 기둥선으로 정의한다.	0	
1705	인장력에 저항하거나 연결을 위해 다이아프램을 설치할 경우, 박스거더 단면의 웨브와 플랜지에 연결해야 한다.	0	
1706	KDS 14 31 05는 구조용 강재를 사용한 교량 등을 포함한 토목구조물, 건축물 및 공작물(이하 강구조물)의 부재 또는 연결부 해석 및 설계의 일반적인 요구사항을 규정한 것이다.	1	['KDS 14 31 05는', '요구사항을', '규정한']
1707	건축물 사용시의 고정하중 및 활하중에 대한 합성단면의 콘크리트 부분 응력은 환산단면계수를 사용하여 검토하며 허용휨응력 이하이어야 한다.	0	
1708	가새골조시스템, 전단벽시스템 그리고 그 외 구조시스템(횡적안정성과 횡하중에 대한 저항이 기둥의 휨강성에 의존하지 않는)의 경우, 압축을 받는 부재의 유효좌굴길이계수는 1.0을 취한다.	1	['유효좌굴길이계수는', '1.0을', ' 취한다.']
1709	철근이나 철선으로 구성되는 전단철근과 한 가닥 또는 여러 가닥의 스터럽은 다음의 규정에 따라 전단철근의 지름의 16배 이상인 슬래브와 기초판에 적용될 수 있다.	0	
1710	이음과 정착 부위에서 현부재와 수집부재의 주철근은 다음 중 하나를 확보하여야 한다.	1	['주철근은', '하나를', '확보하여야 한다.']
1711	부벽식 옹벽은 전면벽과 저판에 의해서 부벽에 전달되는 응력을 저항할 수 있도록 필요한 철근을 부벽에 KDS 14 20 52(4.1)의 규정에 따라 정착시켜야 한다.	1	['옹벽은', '철근을', '정착시켜야 한다.']
1712	변단면 인장부재의 허용인장응력은 4.3.2를 따른다.	1	['허용인장응력은', '4.3.2를', '따른다.']
1713	편심 없이 축력이 작용하는 압축부재도 단면의 각 주축에 대하여 최소편심으로 계수축력이 작용하는 것으로 가정하여, 다음 부록 식 (3-4)에 따라 결정된 최소 계수휨모멘트가 계수축력과 함께 작용하는 휨압축부재로 설계하여야 한다.	0	
1714	프리캐스트콘크리트 세그멘트의 이음부는 사용하중이 작용할 때와 계수하중이 작용할 때의 응력에 대하여 검토하여야 한다.	0	
1715	모든 구조 부재, 접합부, 연결재의 작용하중으로 인한 응력은 특별한 경우를 제외하고 KDS 14 30 10, KDS 14 30 20, KDS 14 30 25에 명시된 허용응력을 초과하지 않아야 한다.	1	['응력은', '허용응력을', '초과하지']
1716	전단력을 받는 부재의 사용한계상태를 검증할 때에는 사용하중에 의하여 계산한 전단균열의 폭이 요구한계값 이상이 되지 않도록 설계하여야 한다.	0	
1717	아치 부분의 부재축선은 골조선과 일치시키는 것을 원칙으로 한다.	1	['부재축선은', '것을', '원칙으로 한다.']
1718	다만, 이러한 경우에는 최소한 2개의 철근이 길이방향으로 연속적으로 배치되어야 한다.	0	
1719	캔틸레버식 옹벽의 설계는 KDS 14 20 74(4.1)에 따라야 한다.	0	
1720	다만, 이렇게 구한 정착길이은 항상 8 또한 150mm 이상이어야 한다.	0	
1721	강접으로 접합된 보와 기둥의 휨강성에 의하여 횡적 안정이 좌우되는 골조에서의 좌굴길이계수는 구조해석에 의하여 구하고 그 값은 1.0 이상이어야 한다.	0	
1722	또한 부재의 불연속단에서도 상기 ①의 최소 피복 두께 규정을 적용하여야 한다.	0	
1723	접합부는 KDS 41 00 00에 따라 하중조합에 대하여 설계하며 접합부의 설계강도는 4.2.2에서 명시된 요구사항을 만족해야 한다.	1	['설계강도는', '요구사항을', '만족해야 한다.']
1724	조밀단면 플랜지를 갖는 단면의 경우에는 국부좌굴강도를 산정하지 않는다.	0	
1725	시공될 콘크리트 구조물 및 콘크리트가 내구성 평가를 통과한 경우에는 결정된 시공방법 및 배합 설계된 콘크리트를 사용하여 시공될 구조물에 대해 시공 직후 초기재령 상태의 콘크리트에 균열이 발생하는지를 평가하여야 한다.	1	['콘크리트가', '평가를', '통과한']
1726	콘크리트에서 균열은 KDS 14 20 20(4.2.3)에 따라 배치된 휨보강철근 또는 구속철근에 의해 제어되어야 한다.	0	
1727	각 단면에서 발휘하는 인장력을 계산할 때 이어진 철근은 규정된 이음강도를 발휘하는 것으로 보아야 한다.	0	
1728	연속보 또는 1방향 슬래브는 다음 조건을 모두 만족하는 경우 다음 (4)의 근사해법을 적용할 수 있다.	1	['슬래브는', '근사해법을', '적용할']
1729	국내의 지역별 온도구역은 표 4.2-1에 따르며, 인장 또는 교번응력을 받는 주부재의 사용강재는 표 4.2-2에 따라서 샤르피흡수에너지로 나타내는 저온인성규격을 만족해야 한다.	1	['사용강재는', '저온인성규격을', '만족해야 한다.']
1730	조합Ⅰ은 파형강판 구조물설계 시 일반 하중조합 조건이며, 조합Ⅱ는 지진하중 고려 시 적용한다.	0	
1731	이음 두께에 끼움재 두께를 더한 크기를 수용할 수 있도록 용접해야 한다.	0	
1732	지속 인장하중을 받는 수평 또는 상향으로 경사진 부착식 앵커의 설치과정은 관련 전문지식을 가진 감독관이 계속해서 감독하여야 한다.	0	
1733	다음 (2)를 제외하고 7가닥의 강연선은 위험단면을 지나 다음 값 이상으로 부착되게 설계하여야 한다.	0	
1734	한 쪽 웨브의 설계전단강도를 결정할 때 여기에 명시된 사항 이외에는 4.3.3.1.9의 규정을 적용해야 한다.	0	
1735	이 모멘트는 강재 단면에 적용된다.	0	
1736	주근이 포함될 경우, 주근비는 4% 미만이어야 한다.	0	
1737	비렌딜(vierendeel) 트러스는 브레이싱되지 않은 뼈대 구조물로 간주한다.	0	
1738	구조물의 평가를 위한 하중의 크기를 정밀 현장 조사에 의하여 확인하는 경우에는, 구조물의 소요강도를 구하기 위한 KDS 14 20 10(3.2)의 하중조합에서 고정하중과 활하중의 하중계수는 5%만큼 감소시킬 수 있다.	0	
1739	횡방향철근의 직경은 합성부재의 장변치수의 1/50보다 작지 않도록 해야 한다.	0	
1740	허용오차를 고려한 후, 각 부재나 받침부재는 다음 사항을 만족하는 부재치수를 가져야 한다.	1	['받침부재는', '부재치수를', '가져야 한다.']
1741	슬래브 양단부의 보의 처짐이 서로 다를 때는 그 영향을 고려하여야 한다.	0	
1742	특히, 비틀림좌굴가새가 있는 경우에는 가새가 부착되는 플랜지까지 중간보강재를 연장해야 한다.	0	
1743	국소구역은 KDS 14 20 10(4.2.2(5))의 하중계수에 의한 계수긴장력과 KDS 14 20 10(4.2.3(2)⑤)의 강도감수계수에 의한 설계강도로 설계하여야 한다.	0	
1744	스터드와 ㄷ형강 전단연결재는 본 규정에 따라 설계해야 한다.	0	
1745	이 기준의 요구에 따른 증폭지진하중은 지진하중에 의한 횡력에 KDS 41 10 15(6)의 초과강도계수를 곱하여 산정한다.	0	
1746	단, 특별히 진동에 대한 대책을 고려한 후 그 효과를 풍동시험 등으로 확인한 경우 또는 직접 바람의 영향을 받지 않는 부재에 대해서는 예외로 한다.	0	
1747	기하학적인 특성, 브레이싱 길이 및 공칭휨저항강도를 계산하기 위한 응력들은 강재단면에만 국한한다.	0	
